"input_name","market_hash_name","type"
"音乐盒（StatTrak™） | Laura Shigihara - 好好干，好好活","StatTrak™ Music Kit | Laura Shigihara: Work Hard, Play Hard","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Knock2 - 燥起来！","StatTrak™ Music Kit | Knock2, Make U SWEAT!","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Knock2 - 冲击星*","StatTrak™ Music Kit | Knock2, dashstar*","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Killer Mike，迈克尔","StatTrak™ Music Kit | Killer Mike, MICHAEL","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | KILL SCRIPT - 通宵达旦","StatTrak™ Music Kit | KILL SCRIPT, All Night","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Ki:Theory - 莫洛托夫烈火","StatTrak™ Music Kit | Ki:Theory, MOLOTOV","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Kelly Bailey - 有害物质环境","StatTrak™ Music Kit | Kelly Bailey, Hazardous Environments","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Juelz，无拘空间","StatTrak™ Music Kit | Juelz, Floorspace","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Juelz - 神枪手","StatTrak™ Music Kit | Juelz, Shooters","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Jonathan Young，星际战机速龙号","StatTrak™ Music Kit | Jonathan Young, Starship Velociraptor","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Jesse Harlin - 战火星空","StatTrak™ Music Kit | Jesse Harlin, Astro Bellum","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | James and the Cold Gun，嚼玻璃","StatTrak™ Music Kit | James and the Cold Gun, Chewing Glass","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | ISOxo - 非人类","StatTrak™ Music Kit | ISOxo, inhuman","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Ian Hultquist - 雄狮之口","StatTrak™ Music Kit | Ian Hultquist, Lion's Mouth","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Hundredth - 冲破藩篱","StatTrak™ Music Kit | Hundredth, FREE","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Humanity's Last Breath - 虚空","StatTrak™ Music Kit | Humanity's Last Breath, Void","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | HEALTH，鼠役","StatTrak™ Music Kit | HEALTH, RAT WARS","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Ghost，骸骨圣典","StatTrak™ Music Kit | Ghost, Skeletá","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Freaky DNA - 征服","StatTrak™ Music Kit | Freaky DNA, Vici","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Feed Me - 如日中天","StatTrak™ Music Kit | Feed Me, High Noon","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | DRYDEN - 触摸能量","StatTrak™ Music Kit | DRYDEN, Feel The Power","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Dren McDonald，咖啡！加非！磕肥！","StatTrak™ Music Kit | Dren McDonald, Coffee! Kofe! Kahveh!","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Dren - 骷髅爆破","StatTrak™ Music Kit | Dren, Death's Head Demolition","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Dren - 枪炮卷饼卡车","StatTrak™ Music Kit | Dren, Gunman Taco Truck","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Denzel Curry - 终极","StatTrak™ Music Kit | Denzel Curry, ULTIMATE","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Darude - CSGO 精彩时刻","StatTrak™ Music Kit | Darude, Moments CSGO","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Daniel Sadowski，致命一击","StatTrak™ Music Kit | Daniel Sadowski, Dead Shot","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Daniel Sadowski - 绝对统御","StatTrak™ Music Kit | Daniel Sadowski, Total Domination","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Daniel Sadowski - 深红突击","StatTrak™ Music Kit | Daniel Sadowski, Crimson Assault","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Daniel Sadowski - 巨龙之眼","StatTrak™ Music Kit | Daniel Sadowski, Eye of the Dragon","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Daniel Sadowski - 8 位音乐盒","StatTrak™ Music Kit | Daniel Sadowski, The 8-Bit Kit","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Damjan Mravunac - 塔罗斯的法则","StatTrak™ Music Kit | Damjan Mravunac, The Talos Principle","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Chipzel - 黄色魔法","StatTrak™ Music Kit | Chipzel, ~Yellow Magic~","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Blitz Kids - 有为青年","StatTrak™ Music Kit | Blitz Kids, The Good Youth","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Ben Bromfield，兔子洞","StatTrak™ Music Kit | Ben Bromfield, Rabbit Hole","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Beartooth - 咄咄逼人","StatTrak™ Music Kit | Beartooth, Aggressive","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Beartooth - 令人发指","StatTrak™ Music Kit | Beartooth, Disgusting","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | bbno$ - 你急了！","StatTrak™ Music Kit | bbno$, u mad!","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | AWOLNATION - 就是我","StatTrak™ Music Kit | AWOLNATION, I Am","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Austin Wintory，恶魔舞厅","StatTrak™ Music Kit | Austin Wintory, The Devil Went Clubbing in Georgia","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Austin Wintory - 沙漠之焰","StatTrak™ Music Kit | Austin Wintory, Desert Fire","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Austin Wintory - 巴克拉姆","StatTrak™ Music Kit | Austin Wintory, Bachram","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Austin Wintory - 咖啡拉花","StatTrak™ Music Kit | Austin Wintory, Mocha Petal","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Amon Tobin - 尘归尘","StatTrak™ Music Kit | Amon Tobin, All for Dust","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | Adam Beyer，猩红密室","StatTrak™ Music Kit | Adam Beyer, Red Room","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | 3kliksphilip - 追溯起源","StatTrak™ Music Kit | 3kliksphilip, Heading for the Source","StatTrak™ 高级 音乐盒"
"音乐盒（StatTrak™） | ","StatTrak™ Music Kit |","StatTrak™ 高级 音乐盒"
"音乐盒 | 完美世界，诶嘿","Music Kit | Perfect World, Ay Hey","高级 音乐盒"
"音乐盒 | 完美世界 - 花脸","Music Kit | Perfect World, 花脸 Hua Lian (Painted Face)","高级 音乐盒"
"音乐盒 | 多名作曲家 - 迈阿密热线","Music Kit | Various Artists, Hotline Miami","高级 音乐盒"
"音乐盒 | TWERL 和 Ekko & Sidetrack - 万众瞩目","Music Kit | TWERL and Ekko & Sidetrack, Under Bright Lights","高级 音乐盒"
"音乐盒 | Troels Folmann - 超爆话筒","Music Kit | Troels Folmann, Uber Blasto Phone","高级 音乐盒"
"音乐盒 | Tree Adams，柒月","Music Kit | Tree Adams, Seventh Moon","高级 音乐盒"
"音乐盒 | Tree Adams 和 Ben Bromfield - M.U.D.D. 军团","Music Kit | Tree Adams and Ben Bromfield, M.U.D.D. FORCE","高级 音乐盒"
"音乐盒 | Tim Huling，恶魔油漆刷","Music Kit | Tim Huling, Devil's Paintbrush","高级 音乐盒"
"音乐盒 | Tim Huling - 新黑色电影","Music Kit | Tim Huling, Neo Noir","高级 音乐盒"
"音乐盒 | Tigercub，腐朽香氛","Music Kit | Tigercub, The Perfume of Decay","高级 音乐盒"
"音乐盒 | The Verkkars - EZ4ENCE","Music Kit | The Verkkars, EZ4ENCE","高级 音乐盒"
"音乐盒 | The Verkkars & n0thing - 闪光舞","Music Kit | The Verkkars & n0thing, Flashbang Dance","高级 音乐盒"
"音乐盒 | Sullivan King - 困兽","Music Kit | Sullivan King, Lock Me Up","高级 音乐盒"
"音乐盒 | Skog - 金属","Music Kit | Skog, Metal","高级 音乐盒"
"音乐盒 | Skog - II-爆头","Music Kit | Skog, II-Headshot","高级 音乐盒"
"音乐盒 | Selective Response，纵欲狂欢","Music Kit | Selective Response, No Love Only Pleasure","高级 音乐盒"
"音乐盒 | Sean Murray - A*D*8","Music Kit | Sean Murray, A*D*8","高级 音乐盒"
"音乐盒 | Scarlxrd: 疤王","Music Kit | Scarlxrd: King, Scar","高级 音乐盒"
"音乐盒 | Scarlxrd - 电锯·追命","Music Kit | Scarlxrd, CHAIN$AW.LXADXUT.","高级 音乐盒"
"音乐盒 | Sasha - 地球末夜","Music Kit | Sasha, LNOE","高级 音乐盒"
"音乐盒 | Sarah Schachner - 蜂鸟","Music Kit | Sarah Schachner, KOLIBRI","高级 音乐盒"
"音乐盒 | Sam Marshall，危在旦夕","Music Kit | Sam Marshall, Clutch","高级 音乐盒"
"音乐盒 | Sam Marshall - 大胆尝试","Music Kit | Sam Marshall, Bodacious","高级 音乐盒"
"音乐盒 | Robert Allaire - 叛乱","Music Kit | Robert Allaire, Insurgency","高级 音乐盒"
"音乐盒 | Rad Cat - 理由","Music Kit | Rad Cat, Reason","高级 音乐盒"
"音乐盒 | PVRIS，常青","Music Kit | PVRIS, Evergreen","高级 音乐盒"
"音乐盒 | Proxy - 万夫莫敌包","Music Kit | Proxy, Battlepack","高级 音乐盒"
"音乐盒 | Noisia - 尖峰时刻","Music Kit | Noisia, Sharpened","高级 音乐盒"
"音乐盒 | New Beat Fund - 海绵手指","Music Kit | New Beat Fund, Sponge Fingerz","高级 音乐盒"
"音乐盒 | Neck Deep - 躺平青年","Music Kit | Neck Deep, The Lowlife Pack","高级 音乐盒"
"音乐盒 | Mord Fustang - 永恒之钻","Music Kit | Mord Fustang, Diamonds","高级 音乐盒"
"音乐盒 | Midnight Riders - 圣诞之欲","Music Kit | Midnight Riders, All I Want for Christmas","高级 音乐盒"
"音乐盒 | Michael Bross - 大举入侵！","Music Kit | Michael Bross, Invasion!","高级 音乐盒"
"音乐盒 | Meechy Darko - 哥特浮华","Music Kit | Meechy Darko, Gothic Luxury","高级 音乐盒"
"音乐盒 | Matt Levine，特工","Music Kit | Matt Levine, Agency","高级 音乐盒"
"音乐盒 | Matt Levine - 漂泊者","Music Kit | Matt Levine, Drifter","高级 音乐盒"
"音乐盒 | Matt Lange - 同型节奏","Music Kit | Matt Lange, IsoRhythm","高级 音乐盒"
"音乐盒 | Mateo Messina - 无人之境","Music Kit | Mateo Messina, For No Mankind","高级 音乐盒"
"音乐盒 | Lennie Moore - 爪哇哈瓦那放克乐","Music Kit | Lennie Moore, Java Havana Funkaloo","高级 音乐盒"
"音乐盒 | Laura Shigihara - 好好干，好好活","Music Kit | Laura Shigihara: Work Hard, Play Hard","高级 音乐盒"
"音乐盒 | Knock2 - 燥起来！","Music Kit | Knock2, Make U SWEAT!","高级 音乐盒"
"音乐盒 | Knock2 - 冲击星*","Music Kit | Knock2, dashstar*","高级 音乐盒"
"音乐盒 | Killer Mike，迈克尔","Music Kit | Killer Mike, MICHAEL","高级 音乐盒"
"音乐盒 | KILL SCRIPT - 通宵达旦","Music Kit | KILL SCRIPT, All Night","高级 音乐盒"
"音乐盒 | Ki:Theory - 莫洛托夫烈火","Music Kit | Ki:Theory, MOLOTOV","高级 音乐盒"
"音乐盒 | Kelly Bailey - 有害物质环境","Music Kit | Kelly Bailey, Hazardous Environments","高级 音乐盒"
"音乐盒 | Juelz，无拘空间","Music Kit | Juelz, Floorspace","高级 音乐盒"
"音乐盒 | Juelz - 神枪手","Music Kit | Juelz, Shooters","高级 音乐盒"
"音乐盒 | Jonathan Young，星际战机速龙号","Music Kit | Jonathan Young, Starship Velociraptor","高级 音乐盒"
"音乐盒 | Jesse Harlin - 战火星空","Music Kit | Jesse Harlin, Astro Bellum","高级 音乐盒"
"音乐盒 | James and the Cold Gun，嚼玻璃","Music Kit | James and the Cold Gun, Chewing Glass","高级 音乐盒"
"音乐盒 | ISOxo - 非人类","Music Kit | ISOxo, inhuman","高级 音乐盒"
"音乐盒 | Ian Hultquist - 雄狮之口","Music Kit | Ian Hultquist, Lion's Mouth","高级 音乐盒"
"音乐盒 | Humanity's Last Breath - 虚空","Music Kit | Humanity's Last Breath, Void","高级 音乐盒"
"音乐盒 | HEALTH，鼠役","Music Kit | HEALTH, RAT WARS","高级 音乐盒"
"音乐盒 | Ghost，骸骨圣典","Music Kit | Ghost, Skeletá","高级 音乐盒"
"音乐盒 | Freaky DNA - 征服","Music Kit | Freaky DNA, Vici","高级 音乐盒"
"音乐盒 | Feed Me - 如日中天","Music Kit | Feed Me, High Noon","高级 音乐盒"
"音乐盒 | DRYDEN - 触摸能量","Music Kit | DRYDEN, Feel The Power","高级 音乐盒"
"音乐盒 | Dren McDonald，咖啡！加非！磕肥！","Music Kit | Dren McDonald, Coffee! Kofe! Kahveh!","高级 音乐盒"
"音乐盒 | Dren - 骷髅爆破","Music Kit | Dren, Death's Head Demolition","高级 音乐盒"
"音乐盒 | Dren - 枪炮卷饼卡车","Music Kit | Dren, Gunman Taco Truck","高级 音乐盒"
"音乐盒 | Denzel Curry - 终极","Music Kit | Denzel Curry, ULTIMATE","高级 音乐盒"
"音乐盒 | Darude - CSGO 精彩时刻","Music Kit | Darude, Moments CSGO","高级 音乐盒"
"音乐盒 | Daniel Sadowski，致命一击","Music Kit | Daniel Sadowski, Dead Shot","高级 音乐盒"
"音乐盒 | Daniel Sadowski - 绝对统御","Music Kit | Daniel Sadowski, Total Domination","高级 音乐盒"
"音乐盒 | Daniel Sadowski - 深红突击","Music Kit | Daniel Sadowski, Crimson Assault","高级 音乐盒"
"音乐盒 | Daniel Sadowski - 巨龙之眼","Music Kit | Daniel Sadowski, Eye of the Dragon","高级 音乐盒"
"音乐盒 | Daniel Sadowski - 8 位音乐盒","Music Kit | Daniel Sadowski, The 8-Bit Kit","高级 音乐盒"
"音乐盒 | Damjan Mravunac - 塔罗斯的法则","Music Kit | Damjan Mravunac, The Talos Principle","高级 音乐盒"
"音乐盒 | Chipzel - 黄色魔法","Music Kit | Chipzel, ~Yellow Magic~","高级 音乐盒"
"音乐盒 | Ben Bromfield，兔子洞","Music Kit | Ben Bromfield, Rabbit Hole","高级 音乐盒"
"音乐盒 | Beartooth - 令人发指","Music Kit | Beartooth, Disgusting","高级 音乐盒"
"音乐盒 | bbno$ - 你急了！","Music Kit | bbno$, u mad!","高级 音乐盒"
"音乐盒 | AWOLNATION - 就是我","Music Kit | AWOLNATION, I Am","高级 音乐盒"
"音乐盒 | Austin Wintory，恶魔舞厅","Music Kit | Austin Wintory, The Devil Went Clubbing in Georgia","高级 音乐盒"
"音乐盒 | Austin Wintory - 沙漠之焰","Music Kit | Austin Wintory, Desert Fire","高级 音乐盒"
"音乐盒 | Austin Wintory - 巴克拉姆","Music Kit | Austin Wintory, Bachram","高级 音乐盒"
"音乐盒 | Austin Wintory - 咖啡拉花","Music Kit | Austin Wintory, Mocha Petal","高级 音乐盒"
"音乐盒 | Amon Tobin - 尘归尘","Music Kit | Amon Tobin, All for Dust","高级 音乐盒"
"音乐盒 | Adam Beyer，猩红密室","Music Kit | Adam Beyer, Red Room","高级 音乐盒"
"音乐盒 | 3kliksphilip - 追溯起源","Music Kit | 3kliksphilip, Heading for the Source","高级 音乐盒"
"音乐盒 | ","Music Kit |","高级 音乐盒"
"陆军中尉普里米罗 | 巴西第一营","Primeiro Tenente | Brazilian 1st Battalion","高级 探员"
"阿努比斯收藏包","Anubis Collection Package","普通级 武器箱"
"间谍印花胶囊","Espionage Sticker Capsule","普通级 武器箱"
"锯齿爪刀（★） | 都市伪装 (破损不堪)","★ Talon Knife | Urban Masked (Well-Worn)","★ 隐秘 匕首"
"锯齿爪刀（★） | 都市伪装 (略有磨损)","★ Talon Knife | Urban Masked (Minimal Wear)","★ 隐秘 匕首"
"锯齿爪刀（★） | 都市伪装 (战痕累累)","★ Talon Knife | Urban Masked (Battle-Scarred)","★ 隐秘 匕首"
"锯齿爪刀（★） | 都市伪装 (久经沙场)","★ Talon Knife | Urban Masked (Field-Tested)","★ 隐秘 匕首"
"锯齿爪刀（★） | 表面淬火 (破损不堪)","★ Talon Knife | Case Hardened (Well-Worn)","★ 隐秘 匕首"
"锯齿爪刀（★） | 表面淬火 (略有磨损)","★ Talon Knife | Case Hardened (Minimal Wear)","★ 隐秘 匕首"
"锯齿爪刀（★） | 表面淬火 (战痕累累)","★ Talon Knife | Case Hardened (Battle-Scarred)","★ 隐秘 匕首"
"锯齿爪刀（★） | 表面淬火 (久经沙场)","★ Talon Knife | Case Hardened (Field-Tested)","★ 隐秘 匕首"
"锯齿爪刀（★） | 虎牙 (崭新出厂)","★ Talon Knife | Tiger Tooth (Factory New)","★ 隐秘 匕首"
"锯齿爪刀（★） | 蓝钢 (破损不堪)","★ Talon Knife | Blue Steel (Well-Worn)","★ 隐秘 匕首"
"锯齿爪刀（★） | 蓝钢 (略有磨损)","★ Talon Knife | Blue Steel (Minimal Wear)","★ 隐秘 匕首"
"锯齿爪刀（★） | 蓝钢 (战痕累累)","★ Talon Knife | Blue Steel (Battle-Scarred)","★ 隐秘 匕首"
"锯齿爪刀（★） | 蓝钢 (久经沙场)","★ Talon Knife | Blue Steel (Field-Tested)","★ 隐秘 匕首"
"锯齿爪刀（★） | 致命紫罗兰 (破损不堪)","★ Talon Knife | Ultraviolet (Well-Worn)","★ 隐秘 匕首"
"锯齿爪刀（★） | 致命紫罗兰 (略有磨损)","★ Talon Knife | Ultraviolet (Minimal Wear)","★ 隐秘 匕首"
"锯齿爪刀（★） | 致命紫罗兰 (战痕累累)","★ Talon Knife | Ultraviolet (Battle-Scarred)","★ 隐秘 匕首"
"锯齿爪刀（★） | 致命紫罗兰 (久经沙场)","★ Talon Knife | Ultraviolet (Field-Tested)","★ 隐秘 匕首"
"锯齿爪刀（★） | 狩猎网格 (破损不堪)","★ Talon Knife | Safari Mesh (Well-Worn)","★ 隐秘 匕首"
"锯齿爪刀（★） | 狩猎网格 (略有磨损)","★ Talon Knife | Safari Mesh (Minimal Wear)","★ 隐秘 匕首"
"锯齿爪刀（★） | 狩猎网格 (战痕累累)","★ Talon Knife | Safari Mesh (Battle-Scarred)","★ 隐秘 匕首"
"锯齿爪刀（★） | 狩猎网格 (久经沙场)","★ Talon Knife | Safari Mesh (Field-Tested)","★ 隐秘 匕首"
"锯齿爪刀（★） | 渐变大理石 (略有磨损)","★ Talon Knife | Marble Fade (Minimal Wear)","★ 隐秘 匕首"
"锯齿爪刀（★） | 渐变大理石 (崭新出厂)","★ Talon Knife | Marble Fade (Factory New)","★ 隐秘 匕首"
"锯齿爪刀（★） | 深红之网 (破损不堪)","★ Talon Knife | Crimson Web (Well-Worn)","★ 隐秘 匕首"
"锯齿爪刀（★） | 深红之网 (略有磨损)","★ Talon Knife | Crimson Web (Minimal Wear)","★ 隐秘 匕首"
"锯齿爪刀（★） | 深红之网 (战痕累累)","★ Talon Knife | Crimson Web (Battle-Scarred)","★ 隐秘 匕首"
"锯齿爪刀（★） | 深红之网 (久经沙场)","★ Talon Knife | Crimson Web (Field-Tested)","★ 隐秘 匕首"
"锯齿爪刀（★） | 森林 DDPAT (破损不堪)","★ Talon Knife | Forest DDPAT (Well-Worn)","★ 隐秘 匕首"
"锯齿爪刀（★） | 森林 DDPAT (略有磨损)","★ Talon Knife | Forest DDPAT (Minimal Wear)","★ 隐秘 匕首"
"锯齿爪刀（★） | 森林 DDPAT (战痕累累)","★ Talon Knife | Forest DDPAT (Battle-Scarred)","★ 隐秘 匕首"
"锯齿爪刀（★） | 森林 DDPAT (崭新出厂)","★ Talon Knife | Forest DDPAT (Factory New)","★ 隐秘 匕首"
"锯齿爪刀（★） | 森林 DDPAT (久经沙场)","★ Talon Knife | Forest DDPAT (Field-Tested)","★ 隐秘 匕首"
"锯齿爪刀（★） | 枯焦之色 (破损不堪)","★ Talon Knife | Scorched (Well-Worn)","★ 隐秘 匕首"
"锯齿爪刀（★） | 枯焦之色 (略有磨损)","★ Talon Knife | Scorched (Minimal Wear)","★ 隐秘 匕首"
"锯齿爪刀（★） | 枯焦之色 (战痕累累)","★ Talon Knife | Scorched (Battle-Scarred)","★ 隐秘 匕首"
"锯齿爪刀（★） | 枯焦之色 (久经沙场)","★ Talon Knife | Scorched (Field-Tested)","★ 隐秘 匕首"
"锯齿爪刀（★） | 屠夫 (略有磨损)","★ Talon Knife | Slaughter (Minimal Wear)","★ 隐秘 匕首"
"锯齿爪刀（★） | 屠夫 (崭新出厂)","★ Talon Knife | Slaughter (Factory New)","★ 隐秘 匕首"
"锯齿爪刀（★） | 屠夫 (久经沙场)","★ Talon Knife | Slaughter (Field-Tested)","★ 隐秘 匕首"
"锯齿爪刀（★） | 大马士革钢 (破损不堪)","★ Talon Knife | Damascus Steel (Well-Worn)","★ 隐秘 匕首"
"锯齿爪刀（★） | 大马士革钢 (略有磨损)","★ Talon Knife | Damascus Steel (Minimal Wear)","★ 隐秘 匕首"
"锯齿爪刀（★） | 大马士革钢 (战痕累累)","★ Talon Knife | Damascus Steel (Battle-Scarred)","★ 隐秘 匕首"
"锯齿爪刀（★） | 大马士革钢 (崭新出厂)","★ Talon Knife | Damascus Steel (Factory New)","★ 隐秘 匕首"
"锯齿爪刀（★） | 大马士革钢 (久经沙场)","★ Talon Knife | Damascus Steel (Field-Tested)","★ 隐秘 匕首"
"锯齿爪刀（★） | 夜色 (破损不堪)","★ Talon Knife | Night Stripe (Well-Worn)","★ 隐秘 匕首"
"锯齿爪刀（★） | 夜色 (略有磨损)","★ Talon Knife | Night Stripe (Minimal Wear)","★ 隐秘 匕首"
"锯齿爪刀（★） | 夜色 (战痕累累)","★ Talon Knife | Night Stripe (Battle-Scarred)","★ 隐秘 匕首"
"锯齿爪刀（★） | 夜色 (久经沙场)","★ Talon Knife | Night Stripe (Field-Tested)","★ 隐秘 匕首"
"锯齿爪刀（★） | 外表生锈 (战痕累累)","★ Talon Knife | Rust Coat (Battle-Scarred)","★ 隐秘 匕首"
"锯齿爪刀（★） | 北方森林 (破损不堪)","★ Talon Knife | Boreal Forest (Well-Worn)","★ 隐秘 匕首"
"锯齿爪刀（★） | 北方森林 (略有磨损)","★ Talon Knife | Boreal Forest (Minimal Wear)","★ 隐秘 匕首"
"锯齿爪刀（★） | 北方森林 (战痕累累)","★ Talon Knife | Boreal Forest (Battle-Scarred)","★ 隐秘 匕首"
"锯齿爪刀（★） | 北方森林 (久经沙场)","★ Talon Knife | Boreal Forest (Field-Tested)","★ 隐秘 匕首"
"锯齿爪刀（★） | 人工染色 (破损不堪)","★ Talon Knife | Stained (Well-Worn)","★ 隐秘 匕首"
"锯齿爪刀（★） | 人工染色 (略有磨损)","★ Talon Knife | Stained (Minimal Wear)","★ 隐秘 匕首"
"锯齿爪刀（★） | 人工染色 (战痕累累)","★ Talon Knife | Stained (Battle-Scarred)","★ 隐秘 匕首"
"锯齿爪刀（★） | 人工染色 (崭新出厂)","★ Talon Knife | Stained (Factory New)","★ 隐秘 匕首"
"锯齿爪刀（★） | 人工染色 (久经沙场)","★ Talon Knife | Stained (Field-Tested)","★ 隐秘 匕首"
"锯齿爪刀（★）","★ Talon Knife","★ 隐秘 匕首"
"锯齿爪刀（★ StatTrak™） | 都市伪装 (久经沙场)","★ StatTrak™ Talon Knife | Urban Masked (Field-Tested)","★ StatTrak™ 隐秘 匕首"
"锯齿爪刀（★ StatTrak™） | 表面淬火 (破损不堪)","★ StatTrak™ Talon Knife | Case Hardened (Well-Worn)","★ StatTrak™ 隐秘 匕首"
"锯齿爪刀（★ StatTrak™） | 表面淬火 (战痕累累)","★ StatTrak™ Talon Knife | Case Hardened (Battle-Scarred)","★ StatTrak™ 隐秘 匕首"
"锯齿爪刀（★ StatTrak™） | 表面淬火 (久经沙场)","★ StatTrak™ Talon Knife | Case Hardened (Field-Tested)","★ StatTrak™ 隐秘 匕首"
"锯齿爪刀（★ StatTrak™） | 虎牙 (崭新出厂)","★ StatTrak™ Talon Knife | Tiger Tooth (Factory New)","★ StatTrak™ 隐秘 匕首"
"锯齿爪刀（★ StatTrak™） | 蓝钢 (略有磨损)","★ StatTrak™ Talon Knife | Blue Steel (Minimal Wear)","★ StatTrak™ 隐秘 匕首"
"锯齿爪刀（★ StatTrak™） | 蓝钢 (战痕累累)","★ StatTrak™ Talon Knife | Blue Steel (Battle-Scarred)","★ StatTrak™ 隐秘 匕首"
"锯齿爪刀（★ StatTrak™） | 蓝钢 (崭新出厂)","★ StatTrak™ Talon Knife | Blue Steel (Factory New)","★ StatTrak™ 隐秘 匕首"
"锯齿爪刀（★ StatTrak™） | 蓝钢 (久经沙场)","★ StatTrak™ Talon Knife | Blue Steel (Field-Tested)","★ StatTrak™ 隐秘 匕首"
"锯齿爪刀（★ StatTrak™） | 致命紫罗兰 (略有磨损)","★ StatTrak™ Talon Knife | Ultraviolet (Minimal Wear)","★ StatTrak™ 隐秘 匕首"
"锯齿爪刀（★ StatTrak™） | 致命紫罗兰 (久经沙场)","★ StatTrak™ Talon Knife | Ultraviolet (Field-Tested)","★ StatTrak™ 隐秘 匕首"
"锯齿爪刀（★ StatTrak™） | 狩猎网格 (久经沙场)","★ StatTrak™ Talon Knife | Safari Mesh (Field-Tested)","★ StatTrak™ 隐秘 匕首"
"锯齿爪刀（★ StatTrak™） | 渐变大理石 (崭新出厂)","★ StatTrak™ Talon Knife | Marble Fade (Factory New)","★ StatTrak™ 隐秘 匕首"
"锯齿爪刀（★ StatTrak™） | 深红之网 (战痕累累)","★ StatTrak™ Talon Knife | Crimson Web (Battle-Scarred)","★ StatTrak™ 隐秘 匕首"
"锯齿爪刀（★ StatTrak™） | 深红之网 (久经沙场)","★ StatTrak™ Talon Knife | Crimson Web (Field-Tested)","★ StatTrak™ 隐秘 匕首"
"锯齿爪刀（★ StatTrak™） | 森林 DDPAT (破损不堪)","★ StatTrak™ Talon Knife | Forest DDPAT (Well-Worn)","★ StatTrak™ 隐秘 匕首"
"锯齿爪刀（★ StatTrak™） | 森林 DDPAT (略有磨损)","★ StatTrak™ Talon Knife | Forest DDPAT (Minimal Wear)","★ StatTrak™ 隐秘 匕首"
"锯齿爪刀（★ StatTrak™） | 森林 DDPAT (战痕累累)","★ StatTrak™ Talon Knife | Forest DDPAT (Battle-Scarred)","★ StatTrak™ 隐秘 匕首"
"锯齿爪刀（★ StatTrak™） | 森林 DDPAT (久经沙场)","★ StatTrak™ Talon Knife | Forest DDPAT (Field-Tested)","★ StatTrak™ 隐秘 匕首"
"锯齿爪刀（★ StatTrak™） | 枯焦之色 (战痕累累)","★ StatTrak™ Talon Knife | Scorched (Battle-Scarred)","★ StatTrak™ 隐秘 匕首"
"锯齿爪刀（★ StatTrak™） | 枯焦之色 (久经沙场)","★ StatTrak™ Talon Knife | Scorched (Field-Tested)","★ StatTrak™ 隐秘 匕首"
"锯齿爪刀（★ StatTrak™） | 屠夫 (略有磨损)","★ StatTrak™ Talon Knife | Slaughter (Minimal Wear)","★ StatTrak™ 隐秘 匕首"
